N,P,K,temperature,humidity,ph,rainfall,label
111.54,7.51,45.28,28.89,94.88,6.33,21.19,muskmelon
8.62,14.98,10.08,30.26,94.2,7.36,110.18,orange
69.34,36.05,15.18,25.9,63.56,6.08,93.98,maize
103.72,93.4,51.78,27.07,81.9,5.84,98.32,banana
79.2,55.68,43.17,26.66,75.96,7.42,157.58,jute
112.34,38.01,29.27,24.83,66.04,6.79,184.22,coffee
38.33,68.22,15.34,31.39,60.81,6.65,67.93,blackgram
11.76,40.26,22.65,26.02,61.64,4.16,30.67,mothbeans
100.89,5.11,48.17,29.03,92.42,6.98,28.74,muskmelon
49.52,69.94,23.81,25.5,62.57,6.7,67.27,blackgram
28.82,142.97,195.91,25.47,80.93,5.68,73.1,grapes
18.57,127.6,200.05,9.04,80.53,6.39,72.52,grapes
123.26,57.72,23.09,29.16,75.12,7.43,83.68,cotton
3.35,149.78,196.27,10.46,83.51,5.8,71.5,grapes
20.81,65.28,16.3,18.43,44.42,6.85,152.28,pigeonpeas
13.98,28.04,14.33,16.05,93.99,6.65,118.35,orange
39.13,59.14,18.95,29.83,48.65,7.79,61.24,mothbeans
18.13,34.8,33.39,34.2,47.28,5.19,72.59,mango
68.18,40.97,37.27,24.58,83.08,6.66,188.8,jute
35.06,18.96,29.56,33.66,51.92,5.46,94.76,mango
35.63,66.23,19.59,18.92,66.71,6.82,52.34,lentil
16.27,43.21,19.54,30.1,43.15,4.76,67.82,mothbeans
21.88,46.88,24.22,27.22,82.81,6.35,59.56,mungbean
61.07,54.29,45.39,29.99,93.05,6.12,234.05,papaya
0.66,25.37,8.59,24.51,90.37,6.26,117.79,orange
105.92,70.46,51.54,28.09,78.1,5.59,92.73,banana
2.11,25.43,33.25,26.19,93.24,6.22,193.7,coconut
5.09,19.39,34.6,34.62,53.01,5.49,73.45,mango
41.82,58.34,21.92,32.95,61.63,6.16,66.46,blackgram
64.99,58.02,23.7,22.15,66.83,6.1,62.74,maize
94.22,8.77,51.95,29.31,91.22,6.05,28.49,muskmelon
35.52,75.74,16.34,34.35,67.51,7.41,71.77,blackgram
62.57,37.49,39.19,26.26,87.76,6.37,178.72,jute
82.21,90.52,45.38,26.84,80.42,5.65,112.39,banana
16.28,5.27,6.7,26.31,93.06,7.18,105.08,orange
6.66,79.65,23.21,21.38,60.7,6.06,48.61,lentil
67.06,47.46,19.19,25.32,62.25,6.37,91.61,maize
20.18,42.8,19.27,28.94,87.45,6.23,50.13,mungbean
118.58,53.7,17.22,23.76,84.47,7.41,109.52,cotton
113.05,59.02,16.83,24.49,80.1,7.23,80.83,cotton
84.0,32.3,25.29,26.09,52.81,7.42,196.65,coffee
39.13,39.52,22.99,28.0,87.31,6.42,54.46,mungbean
37.97,69.65,21.25,15.72,22.78,5.62,124.26,kidneybeans
43.61,67.71,79.46,19.26,18.13,8.12,90.45,chickpea
38.63,44.84,16.31,29.02,87.29,6.58,45.17,mungbean
3.44,13.39,40.03,19.01,89.42,6.33,128.48,pomegranate
36.41,64.57,21.31,23.16,64.38,6.31,67.86,lentil
19.68,69.32,17.38,27.53,64.86,6.33,48.2,lentil
85.75,42.0,44.55,25.17,82.22,6.42,230.67,rice
89.85,18.55,46.04,26.95,88.6,6.69,54.08,watermelon
95.05,42.98,40.86,23.31,75.16,6.14,165.76,jute
30.65,12.47,38.1,23.68,93.67,6.67,107.11,pomegranate
21.59,56.94,15.18,19.23,64.1,6.93,64.12,lentil
30.94,73.41,15.52,25.49,63.86,6.53,68.16,blackgram
31.49,136.24,198.24,12.63,83.55,5.97,73.78,grapes
21.98,37.2,26.05,36.05,47.1,5.49,72.66,mango
83.1,36.16,41.08,21.19,80.26,6.92,294.01,rice
83.64,37.24,42.34,26.98,86.38,6.83,174.24,jute
112.67,93.99,52.93,28.02,79.93,5.54,119.53,banana
126.11,38.03,16.76,23.98,84.74,6.29,89.95,cotton
91.21,53.9,43.14,23.02,80.02,7.06,157.77,jute
37.28,65.99,84.19,20.77,15.44,5.86,72.9,chickpea
39.22,29.14,26.61,25.91,95.66,6.46,206.55,coconut
22.09,49.88,23.72,28.73,83.45,6.8,53.51,mungbean
34.97,77.86,19.34,22.92,47.38,6.67,91.0,pigeonpeas
100.17,91.64,47.41,25.39,78.56,6.25,106.52,banana
95.75,74.8,45.61,27.95,84.89,5.67,91.4,banana
23.46,66.38,20.18,18.09,64.23,6.72,58.28,lentil
3.89,52.66,18.46,27.02,84.03,6.23,60.47,mungbean
67.12,55.72,53.7,31.88,94.9,6.96,109.12,papaya
55.28,65.69,16.62,15.13,21.92,5.76,124.74,kidneybeans
113.07,6.6,50.05,26.09,85.87,6.83,41.08,watermelon
31.45,27.25,30.53,29.84,99.96,5.67,216.46,coconut
56.29,71.77,20.6,16.11,21.13,5.73,137.81,kidneybeans
85.04,57.15,21.16,19.86,55.49,6.81,61.06,maize
10.86,36.38,28.46,37.7,54.8,5.17,61.64,mango
5.4,134.06,204.39,14.32,83.91,6.49,70.56,grapes
11.89,40.75,19.11,25.92,56.81,8.79,55.29,mothbeans
69.33,65.21,46.6,28.11,91.65,6.65,198.97,papaya
22.79,10.54,12.57,17.74,94.61,6.99,108.73,orange
79.62,56.41,41.59,21.14,80.28,6.46,185.08,rice
13.6,9.47,30.85,28.33,97.13,6.82,173.41,coconut
53.5,61.0,16.95,30.05,67.69,6.09,70.77,blackgram
18.98,75.4,19.32,27.56,65.95,6.89,57.33,lentil
80.87,12.25,50.01,24.96,81.32,6.38,50.08,watermelon
4.28,32.99,33.55,29.83,45.21,5.06,62.26,mango
16.83,27.02,28.76,31.0,45.52,6.21,77.45,mango
21.34,76.93,18.89,28.29,68.72,4.7,161.31,pigeonpeas
12.51,6.47,40.27,18.4,86.11,6.22,125.9,pomegranate
27.0,40.98,22.58,29.28,83.13,6.41,45.24,mungbean
30.38,65.92,20.94,15.73,22.36,5.99,77.11,kidneybeans
19.58,53.54,19.93,27.87,60.96,5.81,63.69,mothbeans
35.16,15.11,27.92,26.17,95.33,5.67,189.43,coconut
51.78,55.87,20.83,24.95,23.99,5.76,65.73,kidneybeans
73.17,58.57,38.23,23.63,82.81,6.05,294.73,rice
19.72,43.25,16.07,29.86,80.6,6.3,47.45,mungbean
96.2,45.7,44.67,26.75,83.41,5.94,226.67,rice
11.1,19.0,42.24,22.04,91.48,6.03,132.81,pomegranate
94.03,41.43,39.07,24.99,80.67,6.99,152.08,jute
8.46,61.63,21.63,29.59,69.16,6.5,68.85,lentil
1.0,46.23,17.37,24.4,58.11,4.21,52.37,mothbeans
27.17,71.42,17.4,21.64,66.73,4.81,145.66,pigeonpeas
10.75,5.32,42.23,18.23,90.95,6.54,148.6,pomegranate
33.24,38.0,22.35,28.25,47.2,6.65,38.5,mothbeans
39.08,64.73,23.87,33.94,63.36,6.92,74.27,blackgram
37.42,64.81,49.16,24.06,92.42,6.09,67.08,papaya
106.83,20.91,29.38,23.08,53.03,6.14,161.99,coffee
80.92,92.42,47.11,26.14,77.8,5.63,109.18,banana
28.63,34.7,32.04,33.49,49.5,6.65,98.27,mango
59.79,56.44,85.43,20.93,15.44,5.93,69.86,chickpea
83.88,14.1,49.51,29.82,90.61,6.21,20.3,muskmelon
16.01,18.76,30.04,35.82,49.42,5.73,93.95,mango
44.39,77.88,16.56,32.52,65.68,6.41,69.74,blackgram
112.24,15.39,45.05,28.28,90.99,6.91,21.75,muskmelon
20.78,75.93,21.2,28.7,54.98,7.09,154.56,pigeonpeas
68.73,58.75,22.86,18.72,63.35,6.82,107.24,maize
12.79,14.53,11.14,25.59,92.41,6.6,119.72,orange
3.59,19.42,43.07,21.22,87.24,6.93,120.51,pomegranate
14.94,29.83,14.95,12.87,93.63,6.08,100.6,orange
8.04,75.13,23.5,21.47,69.52,6.05,49.5,lentil
111.92,13.45,45.06,25.29,84.08,6.11,50.14,watermelon
19.33,44.57,23.39,27.44,85.06,6.06,41.78,mungbean
35.08,9.52,32.97,27.28,93.28,5.74,155.09,coconut
12.82,39.11,22.83,27.37,86.35,6.12,41.76,mungbean
17.78,26.24,31.16,26.46,94.21,6.56,227.59,coconut
9.04,55.43,24.3,24.76,51.25,5.66,64.18,mothbeans
34.74,58.16,19.2,24.4,40.98,7.17,42.68,mothbeans
50.2,68.97,46.72,37.83,93.07,6.68,113.76,papaya
26.48,18.76,26.22,25.56,90.72,6.62,204.07,coconut
81.03,55.19,43.96,22.23,80.44,5.84,231.54,rice
69.73,53.06,23.56,24.64,62.94,6.5,70.25,maize
103.32,11.02,54.49,26.33,82.85,6.84,46.49,watermelon
22.59,130.18,198.23,29.93,83.41,6.11,73.53,grapes
95.01,27.15,29.07,26.25,57.12,7.45,196.81,coffee
28.59,14.06,37.99,20.88,87.18,6.97,110.88,pomegranate
2.88,18.64,44.58,18.54,90.32,6.3,122.68,pomegranate
26.0,63.12,86.06,18.9,16.26,6.68,83.38,chickpea
82.21,52.98,17.28,25.97,74.5,6.48,69.98,maize
36.23,27.91,26.54,37.14,52.57,6.33,88.37,mango
22.65,16.45,36.37,19.6,93.82,6.02,138.87,pomegranate
9.63,44.67,15.81,27.44,82.98,6.09,62.77,mungbean
132.31,39.7,17.12,24.72,78.18,7.41,99.45,cotton
30.25,46.35,19.12,29.8,82.51,6.12,54.61,mungbean
70.76,54.94,18.1,21.64,55.23,5.61,79.62,maize
56.25,61.92,24.84,16.41,19.41,5.59,140.46,kidneybeans
32.19,72.49,23.38,33.25,68.44,6.11,143.73,pigeonpeas
64.83,43.15,40.63,23.75,86.01,7.46,160.74,jute
101.5,19.0,25.08,25.12,52.74,6.24,153.85,coffee
102.23,59.44,22.91,25.92,75.87,6.68,97.94,cotton
61.31,46.71,43.85,24.45,88.65,6.95,196.71,jute
109.07,46.4,24.53,28.8,76.45,5.56,106.68,cotton
7.0,51.82,17.21,25.75,61.85,5.1,36.85,mothbeans
87.03,11.32,52.94,25.39,85.38,7.0,45.99,watermelon
99.85,80.09,51.79,27.1,84.61,6.1,114.22,banana
23.4,59.87,23.9,32.25,66.33,6.78,155.69,pigeonpeas
74.01,36.45,24.69,25.07,73.56,6.99,68.69,maize
33.14,129.69,197.37,16.93,82.02,6.24,70.03,grapes
30.54,26.18,32.9,33.8,46.13,4.89,77.48,mango
96.26,55.2,41.33,26.1,83.21,5.78,285.54,rice
23.18,146.31,203.68,21.8,90.08,5.93,115.15,apple
102.27,93.66,49.15,26.63,81.07,6.43,115.11,banana
108.65,39.95,28.49,27.16,63.95,7.04,166.29,coffee
32.23,43.2,17.09,24.68,51.67,6.59,62.84,mothbeans
8.09,126.42,195.06,21.2,93.74,6.29,105.06,apple
33.84,39.57,24.56,28.13,83.39,6.06,52.15,mungbean
115.13,53.69,24.13,28.04,77.27,7.28,79.38,cotton
2.43,10.93,29.26,28.65,96.24,5.86,185.29,coconut
86.49,82.16,52.39,29.33,81.26,6.17,93.79,banana
107.63,49.21,23.14,28.15,83.03,7.26,106.88,cotton
35.68,120.92,202.48,23.04,94.77,5.55,114.92,apple
32.95,17.86,39.15,18.63,89.38,6.23,118.1,pomegranate
102.76,15.89,30.14,26.05,53.83,6.41,182.02,coffee
52.11,66.45,82.24,17.53,14.48,7.68,84.86,chickpea
33.25,14.13,6.0,26.84,90.04,6.71,103.86,orange
37.57,56.0,18.62,33.26,67.01,6.69,65.55,blackgram
123.05,55.79,16.88,28.28,80.96,7.29,68.6,cotton
23.83,55.59,84.63,19.43,17.28,6.2,80.64,chickpea
96.06,56.93,37.58,24.62,83.27,6.33,243.44,rice
98.25,45.84,42.86,26.77,87.54,6.31,174.8,jute
47.03,46.88,45.31,37.3,92.19,6.55,157.11,papaya
39.03,62.43,15.92,29.38,54.95,6.45,119.41,pigeonpeas
99.53,25.03,32.96,26.82,52.68,6.13,195.41,coffee
88.6,9.08,46.7,26.16,87.7,6.46,50.71,watermelon
34.2,56.74,82.79,17.27,18.8,6.2,86.6,chickpea
63.79,50.38,44.9,20.98,82.07,6.82,267.93,rice
35.57,27.02,12.58,24.09,90.6,6.8,107.14,orange
56.4,72.93,20.82,32.98,68.64,6.69,69.75,blackgram
119.57,70.98,51.55,27.21,84.49,5.75,105.96,banana
83.57,8.17,50.02,24.06,82.53,6.52,40.22,watermelon
37.65,66.66,15.76,25.37,62.14,7.21,112.38,pigeonpeas
112.34,51.99,20.65,25.49,80.4,5.9,81.54,cotton
60.77,51.34,38.84,25.69,81.77,6.34,192.36,jute
104.66,20.85,25.8,23.0,62.17,6.54,187.62,coffee
34.39,39.22,23.54,27.04,85.12,6.77,63.37,mungbean
112.41,83.41,47.78,25.31,76.62,6.4,110.58,banana
14.22,51.73,19.84,28.26,83.58,6.59,54.39,mungbean
62.06,58.97,37.77,26.49,77.78,6.18,154.02,jute
17.76,143.44,201.8,29.6,83.64,5.52,70.57,grapes
7.94,27.37,32.42,35.47,50.0,5.26,98.95,mango
95.66,17.67,45.0,27.51,90.15,6.33,29.08,muskmelon
9.73,141.76,195.68,23.82,90.97,6.38,120.24,apple
125.86,43.77,17.73,26.62,84.34,5.57,98.46,cotton
103.06,16.88,48.24,26.15,81.35,6.29,42.17,watermelon
112.24,25.69,26.13,25.17,59.15,6.83,155.28,coffee
10.73,62.89,16.25,25.87,60.4,6.6,71.09,lentil
16.06,24.12,14.15,20.34,92.12,7.05,118.86,orange
95.55,58.89,23.62,24.48,68.1,6.33,64.35,maize
48.63,50.97,51.9,34.44,90.39,6.16,121.49,papaya
27.08,17.05,40.62,23.19,91.62,6.36,141.4,pomegranate
61.7,48.26,52.63,23.5,90.06,6.9,162.08,papaya
28.35,20.37,25.4,29.21,46.79,5.34,76.74,mango
39.2,79.64,21.87,20.92,67.99,6.11,68.42,lentil
61.89,52.54,53.48,38.7,91.49,6.43,79.05,papaya
130.54,45.73,23.62,23.21,77.79,5.69,70.54,cotton
32.07,66.66,18.62,19.3,68.76,6.78,50.04,lentil
120.82,44.78,24.6,24.68,82.79,7.21,81.78,cotton
16.55,16.25,41.93,24.93,87.78,6.5,119.83,pomegranate
38.2,28.97,33.38,26.82,90.73,6.35,190.28,coconut
76.85,53.44,17.39,18.88,62.09,5.93,74.82,maize
82.29,42.0,42.69,21.31,81.29,6.14,240.88,rice
73.08,43.23,40.98,23.73,75.7,6.62,167.68,jute
16.74,46.46,22.25,28.59,56.68,8.47,63.8,mothbeans
5.63,30.62,32.29,37.25,47.79,6.88,62.53,mango
24.39,125.89,197.51,13.9,83.83,6.35,67.3,grapes
127.86,49.92,16.23,29.7,76.23,6.01,100.68,cotton
0.89,9.29,30.65,28.52,92.02,6.5,156.42,coconut
67.25,36.66,22.41,22.6,71.84,5.71,99.76,maize
86.87,6.54,51.13,27.28,93.77,6.02,22.49,muskmelon
104.7,19.72,48.38,29.11,91.11,6.26,25.12,muskmelon
36.25,17.66,10.94,27.7,94.16,6.18,116.2,orange
21.93,39.37,17.96,29.31,64.13,3.82,65.07,mothbeans
1.76,39.63,20.41,28.94,80.46,6.95,61.05,mungbean
107.94,46.81,19.92,22.15,76.48,6.26,94.19,cotton
13.28,20.61,13.26,33.42,94.02,6.64,112.7,orange
27.49,17.39,34.23,33.25,48.64,6.39,70.29,mango
60.71,37.36,41.83,20.5,81.28,6.77,184.7,rice
76.08,47.0,21.28,24.99,74.68,6.65,80.89,maize
24.57,70.86,17.22,24.11,63.92,6.69,100.49,pigeonpeas
14.79,27.15,28.14,28.56,47.14,4.76,87.32,mango
47.33,67.43,84.27,20.48,17.42,5.59,102.24,chickpea
100.16,20.08,25.68,23.86,69.69,6.7,193.37,coffee
39.47,12.65,6.27,23.64,94.29,7.02,105.92,orange
19.83,25.53,29.11,29.54,46.36,4.99,62.21,mango
5.63,141.5,199.37,21.72,80.55,6.01,66.27,grapes
63.45,39.9,35.45,22.28,81.55,5.91,278.13,rice
89.47,92.24,45.09,26.01,84.59,6.11,97.85,banana
95.17,54.48,36.91,25.78,82.05,6.28,163.66,jute
87.85,87.25,48.9,27.08,79.69,5.87,93.02,banana
21.12,67.28,24.27,20.0,60.58,5.73,162.07,pigeonpeas
16.42,9.81,12.45,13.18,90.52,7.07,104.18,orange
51.4,77.3,89.33,20.15,15.89,7.56,82.5,chickpea
88.86,12.68,50.49,25.61,85.65,6.95,53.53,watermelon
2.63,68.74,20.91,25.83,62.56,6.36,70.31,lentil
63.03,46.57,44.89,26.08,89.24,7.17,193.74,jute
6.19,62.53,17.49,22.47,62.55,6.49,57.22,lentil
21.36,121.85,197.09,21.94,90.43,6.34,117.95,apple
110.76,31.69,33.55,27.7,61.6,6.36,169.93,coffee
24.17,54.09,20.23,27.68,86.67,6.08,51.05,mungbean
58.56,64.61,15.39,15.31,20.72,5.58,62.1,kidneybeans
87.62,37.85,41.57,24.12,70.58,6.62,171.68,jute
64.56,53.03,54.9,25.47,92.58,6.79,130.85,papaya
52.47,71.41,76.92,18.35,19.57,6.17,79.89,chickpea
35.6,24.65,7.96,23.63,91.12,6.67,109.68,orange
98.01,7.99,48.08,24.13,86.34,6.25,44.56,watermelon
107.25,16.28,50.04,29.68,94.68,6.81,26.36,muskmelon
94.99,48.22,24.39,24.39,74.96,6.03,98.36,maize
111.24,41.56,17.23,27.67,75.85,6.98,94.67,cotton
24.4,63.76,18.73,19.31,44.78,5.89,169.5,pigeonpeas
127.5,59.82,18.96,27.0,84.63,7.16,83.18,cotton
36.37,21.23,25.82,25.68,91.56,6.45,206.19,coconut
6.46,46.79,20.53,28.71,82.1,6.74,40.63,mungbean
34.1,59.95,23.74,22.23,67.23,6.32,72.18,lentil
90.36,23.6,34.9,24.87,65.22,6.68,189.67,coffee
16.71,37.91,21.13,31.51,56.54,3.99,40.96,mothbeans
88.86,36.55,39.68,26.31,79.02,6.22,199.25,jute
104.88,39.73,17.12,26.46,82.87,6.13,64.23,cotton
14.87,5.39,37.22,23.46,87.01,6.08,126.35,pomegranate
26.26,71.36,17.32,18.27,60.57,6.37,173.85,pigeonpeas
10.86,5.97,33.48,29.32,95.96,6.36,213.18,coconut
34.1,66.31,51.01,43.14,93.35,6.18,139.49,papaya
86.3,39.82,38.03,23.53,77.66,6.31,182.2,jute
11.58,29.43,25.66,29.1,49.07,6.84,75.09,mango
96.98,59.28,24.44,21.79,72.24,6.77,75.96,maize
73.98,52.63,40.37,24.88,80.23,6.95,183.0,jute
124.74,55.95,20.16,25.02,84.22,5.57,102.81,cotton
85.36,19.16,53.04,24.54,84.07,6.36,51.87,watermelon
31.3,74.29,19.99,18.23,30.36,5.57,191.88,pigeonpeas
84.01,35.19,26.35,25.98,56.85,6.34,181.97,coffee
22.21,12.91,41.55,19.63,93.64,6.31,136.24,pomegranate
111.36,23.31,30.91,26.58,67.78,7.25,180.42,coffee
4.36,41.21,18.17,29.43,88.75,6.3,61.47,mungbean
65.25,59.65,52.79,27.47,93.39,6.9,121.0,papaya
106.15,16.61,53.14,25.48,82.05,6.74,50.5,watermelon
28.58,68.52,21.96,31.34,36.87,6.0,135.32,pigeonpeas
95.2,12.14,45.45,26.91,87.16,6.32,44.78,watermelon
62.08,48.53,22.09,24.97,69.28,6.7,76.97,maize
32.24,23.84,31.42,29.7,46.09,6.49,63.96,mango
17.93,128.23,198.93,21.18,81.15,5.77,73.61,grapes
39.91,46.29,18.55,28.2,81.15,6.88,50.37,mungbean
81.68,56.82,22.32,24.45,68.18,6.54,102.46,maize
41.99,65.43,23.78,27.04,68.26,6.84,65.55,blackgram
8.99,125.86,196.65,23.11,91.14,6.03,111.29,apple
119.8,58.64,22.48,27.84,75.46,6.6,83.35,cotton
7.19,13.67,44.58,21.52,85.83,6.62,120.31,pomegranate
83.72,39.09,18.91,25.76,60.16,6.49,76.26,maize
25.1,29.49,9.64,30.44,92.54,6.74,118.61,orange
8.4,57.91,24.7,18.26,68.03,6.79,53.92,lentil
23.28,26.67,34.53,28.38,95.49,5.51,143.6,coconut
49.43,79.96,89.0,19.57,16.53,7.41,96.43,chickpea
39.39,59.14,89.19,20.4,18.01,6.89,81.47,chickpea
41.75,72.37,20.15,34.9,66.11,6.56,72.72,blackgram
35.85,77.7,24.44,36.24,50.86,7.43,173.3,pigeonpeas
68.21,39.77,15.37,21.78,66.3,5.6,98.78,maize
31.43,140.21,196.15,31.62,81.77,6.44,66.42,grapes
41.25,78.42,75.59,17.49,16.71,8.3,77.65,chickpea
111.98,13.71,52.73,28.0,94.16,6.27,25.46,muskmelon
9.46,60.29,22.36,21.84,65.06,6.16,73.79,lentil
32.13,57.53,85.38,17.25,17.06,8.49,97.56,chickpea
92.15,19.74,47.74,27.61,92.21,6.06,29.78,muskmelon
40.9,51.85,46.14,24.51,91.74,6.76,167.67,papaya
5.21,7.03,5.21,25.72,93.15,7.48,107.96,orange
33.3,62.89,16.07,28.67,60.99,7.15,74.66,blackgram
58.87,69.83,46.32,23.08,93.47,6.83,217.73,papaya
97.27,23.31,29.11,26.01,70.0,6.74,160.42,coffee
16.59,33.32,31.86,36.17,47.5,6.02,83.41,mango
19.42,13.57,9.18,33.22,94.55,7.07,117.69,orange
92.48,18.65,53.7,28.67,91.62,6.29,20.33,muskmelon
39.71,65.11,20.31,20.95,18.07,5.73,146.71,kidneybeans
15.64,122.4,195.9,28.09,82.4,5.92,69.32,grapes
42.56,62.11,47.16,31.23,90.94,6.01,243.71,papaya
21.5,69.39,21.45,18.2,69.6,6.04,49.29,lentil
25.37,120.54,202.22,23.34,92.0,5.95,121.28,apple
14.19,54.51,20.64,27.78,86.95,6.57,59.91,mungbean
93.78,50.03,42.08,20.14,83.88,6.75,206.63,rice
13.72,52.1,15.25,29.07,83.16,6.06,55.25,mungbean
1.0,14.99,14.86,12.52,92.12,6.46,118.1,orange
33.84,142.07,197.12,12.94,81.27,6.48,67.57,grapes
73.82,54.03,44.54,24.49,86.59,6.29,190.36,jute
22.87,146.83,199.75,23.78,91.07,5.57,122.29,apple
37.05,25.38,28.23,29.91,97.09,5.59,143.16,coconut
24.12,16.43,33.94,32.83,51.69,6.58,66.01,mango
116.82,32.11,29.68,23.46,65.81,6.11,153.43,coffee
15.03,23.95,10.3,27.6,91.3,7.41,110.6,orange
100.38,42.1,16.19,22.82,75.77,6.69,69.47,cotton
12.52,56.46,16.32,29.12,87.42,6.68,46.31,mungbean
7.48,48.89,17.91,28.25,83.77,6.88,62.63,mungbean
19.06,142.91,197.58,24.35,83.97,6.19,73.41,grapes
24.5,72.59,20.41,15.97,19.69,5.51,102.19,kidneybeans
17.06,50.39,15.82,27.26,81.72,6.52,45.35,mungbean
102.51,6.5,54.22,27.42,91.12,6.56,27.64,muskmelon
112.84,11.53,45.72,29.36,91.88,6.1,26.34,muskmelon
49.94,67.07,17.16,34.67,67.15,7.44,69.27,blackgram
17.18,136.63,198.29,32.49,82.58,5.83,72.55,grapes
32.56,62.87,50.27,41.82,91.56,6.57,145.16,papaya
17.33,17.0,42.39,20.98,88.34,6.32,139.83,pomegranate
118.47,12.67,52.34,25.23,83.55,6.41,46.14,watermelon
111.4,8.0,46.31,29.03,92.8,6.79,27.39,muskmelon
83.14,13.41,48.32,27.46,94.25,6.52,29.33,muskmelon
112.24,6.98,52.14,28.31,91.47,6.05,24.87,muskmelon
97.96,36.52,43.98,24.22,80.0,6.63,158.59,jute
39.28,122.89,200.89,22.51,92.69,6.16,102.9,apple
32.84,15.87,12.27,16.74,90.5,6.53,108.06,orange
91.2,6.59,46.12,24.87,86.14,6.8,53.49,watermelon
83.35,34.33,26.0,27.41,56.08,6.98,174.38,coffee
98.73,36.45,28.42,24.33,69.7,7.37,151.45,coffee
35.38,21.91,8.41,23.59,94.2,7.33,103.21,orange
117.83,74.93,53.75,28.52,79.54,6.04,115.49,banana
20.99,72.42,22.25,33.36,69.74,7.46,65.65,blackgram
1.23,141.71,204.05,23.18,92.92,6.17,124.75,apple
6.91,11.47,29.68,26.17,95.89,6.88,207.33,coconut
59.98,57.75,53.11,31.62,90.62,6.56,239.98,papaya
39.04,36.84,28.29,33.47,53.47,5.6,60.72,mango
113.01,82.13,50.43,26.52,76.82,5.59,111.42,banana
15.98,43.17,15.11,30.61,60.02,4.17,50.96,mothbeans
0.22,6.07,7.44,12.86,92.67,7.29,114.74,orange
45.32,68.61,50.9,29.58,93.13,6.91,97.54,papaya
107.3,44.03,22.53,27.26,80.81,6.56,102.17,cotton
65.96,41.15,36.61,21.31,81.14,5.76,286.02,rice
117.83,73.31,52.75,26.32,84.34,6.22,112.61,banana
35.92,37.1,18.93,24.8,40.41,7.73,52.11,mothbeans
5.08,65.69,16.61,26.4,67.59,6.11,60.18,lentil
114.73,18.4,53.86,28.63,93.23,6.55,20.51,muskmelon
7.54,19.04,31.93,27.66,94.34,6.08,215.75,coconut
87.66,79.66,49.85,26.77,78.21,6.46,109.25,banana
46.9,66.09,88.02,17.71,18.16,8.01,102.78,chickpea
44.9,74.53,20.78,16.47,23.68,5.82,94.93,kidneybeans
16.76,74.4,18.39,24.76,62.05,6.74,46.57,lentil
28.37,56.25,23.44,24.81,23.55,5.93,81.78,kidneybeans
102.31,22.26,33.28,26.36,69.41,6.38,174.29,coffee
85.24,89.15,54.32,29.74,78.69,5.64,105.55,banana
109.82,12.58,51.48,28.51,92.46,6.17,22.79,muskmelon
30.89,6.13,43.28,20.99,90.96,6.09,120.18,pomegranate
26.42,138.44,203.49,21.92,94.35,5.86,123.17,apple
38.35,5.54,32.39,29.79,98.62,5.75,169.41,coconut
21.86,57.28,22.57,24.99,61.87,6.19,50.53,lentil
52.44,58.34,53.23,43.6,92.06,6.76,60.95,papaya
34.1,58.45,15.85,27.08,41.78,4.85,35.32,mothbeans
36.45,72.6,17.17,28.67,63.91,7.46,74.55,blackgram
25.64,28.84,33.4,27.13,96.45,5.77,190.45,coconut
26.68,59.19,75.55,19.95,17.98,6.92,98.77,chickpea
70.08,44.53,42.78,24.97,87.78,6.52,168.47,jute
34.39,48.04,50.94,29.59,90.17,6.54,121.45,papaya
58.27,67.51,19.33,19.58,19.46,5.68,93.28,kidneybeans
36.13,79.62,22.54,25.47,53.63,6.48,98.63,pigeonpeas
9.75,12.45,10.6,19.95,93.37,6.08,102.48,orange
41.78,79.07,15.76,18.66,19.58,5.6,72.67,kidneybeans
15.29,148.04,199.32,22.16,92.23,6.06,111.76,apple
27.26,16.59,28.96,37.6,50.39,5.22,64.81,mango
94.76,11.36,48.61,29.4,92.62,6.57,28.53,muskmelon
85.09,45.5,35.61,24.96,86.27,6.15,153.48,jute
38.63,15.37,29.81,30.67,49.49,5.93,77.42,mango
112.99,11.03,46.02,24.18,80.51,6.38,45.06,watermelon
74.67,37.09,42.77,23.91,81.7,6.86,194.9,rice
96.78,43.84,42.2,24.77,83.1,6.51,166.13,jute
3.42,19.59,32.58,27.24,53.17,4.53,86.28,mango
39.62,71.24,23.04,31.59,53.73,4.66,140.02,pigeonpeas
22.09,74.19,19.17,23.22,23.95,5.61,119.16,kidneybeans
57.93,57.28,16.61,34.61,65.38,6.02,67.58,blackgram
55.09,68.2,19.67,26.07,66.5,7.3,73.28,blackgram
88.98,82.5,53.4,28.51,82.89,5.85,102.14,banana
20.49,67.18,21.25,29.35,65.8,6.54,46.51,lentil
25.69,55.29,19.22,17.95,21.4,5.79,63.94,kidneybeans
96.32,74.78,50.17,29.54,83.04,5.57,110.78,banana
23.77,137.81,196.64,12.2,83.92,5.89,67.27,grapes
30.71,63.92,18.54,33.74,61.57,5.42,190.52,pigeonpeas
10.63,77.4,16.03,25.88,69.07,6.17,74.05,lentil
5.06,17.64,38.62,22.62,89.71,6.2,132.08,pomegranate
110.28,50.45,19.6,28.26,78.09,6.79,104.11,cotton
52.23,69.63,88.02,17.82,14.67,6.31,67.28,chickpea
76.34,44.32,17.6,23.79,64.92,5.62,71.01,maize
32.09,149.65,198.46,22.4,94.69,5.67,117.94,apple
